unique_id,amount,date_time_of_pickup,longitude_of_pickup,latitude_of_pickup,longitude_of_dropoff,latitude_of_dropoff,no_of_passenger
07:09.0,5.3,2010-08-30 23:07:09 UTC,-73.95937,40.780362,-73.956841,40.775098,1
44:00.0,14.5,2011-03-15 15:44:00 UTC,-73.97364,40.763017,-73.999077,40.720207,3
44:00.0,10.9,2012-08-12 22:44:00 UTC,-73.951495,40.810287,-73.948352,40.774382,1
45:35.0,10,2013-05-16 12:45:35 UTC,-73.991372,40.750137,-73.979591,40.738234,1
17:00.0,10.5,2010-07-16 16:17:00 UTC,-73.979337,40.762922,-73.995107,40.74131,1
41:39.0,11.5,2014-02-20 12:41:39 UTC,-73.990231,40.75631,-73.998658,40.734808,1
34:21.0,10,2014-03-31 07:34:21 UTC,-73.953619,40.767257,-73.978586,40.756759,1
11:48.0,5.3,2010-07-01 22:11:48 UTC,-73.98977,40.725799,-74.001302,40.719947,1
19:31.0,6.1,2010-07-14 18:19:31 UTC,-73.981887,40.773265,-73.989674,40.762404,3
44:00.0,4.9,2011-03-18 13:44:00 UTC,-73.967002,40.76392,-73.977233,40.764405,2
35:08.0,16.5,2013-02-28 23:35:08 UTC,-73.989859,40.775825,-73.943232,40.802669,1
56:00.0,4.5,2014-06-03 08:56:00 UTC,-73.953502,40.778707,-73.947545,40.781947,1
25:25.0,18.9,2011-04-13 13:25:25 UTC,-74.009903,40.720965,-73.980342,40.753667,0
28:00.0,11.7,2011-07-28 19:28:00 UTC,-74.012285,40.7027,-74.001462,40.734457,3
35:00.0,6.5,2013-11-25 15:35:00 UTC,-73.991375,40.738312,-73.9957,40.749107,1
53:59.0,7.5,2015-01-05 08:53:59 UTC,-73.9571228,40.77181244,-73.96960449,40.76345062,1
59:00.0,5.7,2009-09-29 15:59:00 UTC,-73.981553,40.746393,-73.993622,40.740197,1
55:01.0,15.3,2011-03-03 19:55:01 UTC,-73.982489,40.765791,-74.000194,40.720664,1
48:56.0,4.9,2011-03-23 14:48:56 UTC,-73.98345,40.780992,-73.981426,40.765239,1
04:27.0,6.9,2011-05-29 10:04:27 UTC,-73.986145,40.758421,-73.980563,40.778075,2
57:00.0,7.3,2011-11-23 18:57:00 UTC,-73.994605,40.750522,-74.005232,40.731827,2
10:12.0,6.1,2012-07-14 08:10:12 UTC,-73.967883,40.762817,-73.952992,40.77242,1
23:46.0,6,2015-05-18 17:23:46 UTC,-73.95510101,40.80488205,-73.9629364,40.80415344,2
51:00.0,19.7,2009-05-05 23:51:00 UTC,-74.001177,40.736528,-73.942577,40.672993,1
10:00.0,12.5,2014-05-15 02:10:00 UTC,-73.966357,40.761005,-73.927425,40.769735,2
04:00.0,6.5,2014-05-16 07:04:00 UTC,-73.992397,40.74103,-73.98818,40.754172,1
28:00.0,13.3,2009-10-25 01:28:00 UTC,-74.003397,40.732432,-73.999337,40.684082,1
28:24.0,8.5,2010-05-16 02:28:24 UTC,-73.993293,40.749221,-73.990271,40.725377,2
30:00.0,4,2014-02-03 00:30:00 UTC,-73.98216,40.778162,-73.988692,40.778045,1
58:00.0,6,2014-03-18 10:58:00 UTC,-73.982998,40.731632,-73.9976,40.731727,1
04:34.0,5.5,2014-10-08 13:04:34 UTC,-73.989534,40.774606,-73.98402,40.770181,1
48:00.0,4.1,2010-06-03 07:48:00 UTC,-73.983407,40.738618,-73.97585,40.748607,1
13:00.0,6.5,2010-08-31 16:13:00 UTC,-73.92103,40.753183,-73.922495,40.765772,2
02:00.0,5.7,2012-08-28 20:02:00 UTC,-73.981193,40.741317,-73.989263,40.747852,1
12:47.0,15.3,2009-11-15 03:12:47 UTC,-73.989269,40.72098,-73.944621,40.672916,1
22:00.0,4.9,2010-09-08 12:22:00 UTC,-73.982298,40.77374,-73.977708,40.786283,1
24:36.0,12.1,2011-07-03 03:24:36 UTC,-73.958575,40.820159,-73.919228,40.871025,2
47:00.0,6.5,2012-10-27 21:47:00 UTC,-73.979807,40.775972,-73.984593,40.76473,1
05:00.0,4.5,2013-07-11 06:05:00 UTC,-73.987052,40.766012,-73.982452,40.761947,1
34:00.0,8.5,2009-02-11 10:34:00 UTC,-73.986062,40.758048,-73.988927,40.737155,1
10:00.0,9,2014-11-21 19:10:00 UTC,-73.96187,40.77005,-73.9794,40.77151,2
03:00.0,16.5,2012-12-04 13:03:00 UTC,-73.982525,40.735627,-73.989332,40.768087,2
05:00.0,29.5,2013-06-17 22:05:00 UTC,-73.982122,40.757612,-73.977097,40.681375,1
57:28.0,52,2013-11-09 14:57:28 UTC,-73.789898,40.646846,-73.984663,40.757285,1
52:00.0,38.5,2014-12-17 12:52:00 UTC,-73.999925,40.721652,-73.971017,40.761602,1
41:00.0,9.7,2009-07-01 21:41:00 UTC,-73.971472,40.7564,-73.995658,40.716707,5
24:03.0,8.9,2010-07-26 14:24:03 UTC,-73.978834,40.744487,-73.984148,40.761915,1
16:43.0,7.7,2011-05-20 00:16:43 UTC,-74.002727,40.728734,-73.985502,40.757002,1
30:00.0,4.5,2012-12-30 01:30:00 UTC,-73.986047,40.757132,-73.977192,40.752257,4
00:24.0,7,2013-12-27 20:00:24 UTC,-73.976458,40.744031,-73.989033,40.724314,1
50:00.0,47.33,2014-05-19 16:50:00 UTC,-73.873257,40.773917,-73.985997,40.7486,5
12:12.0,11,2015-04-25 21:12:12 UTC,-73.98942566,40.74167252,-74.00618744,40.71488571,2
13:00.0,3.3,2012-03-18 03:13:00 UTC,-73.987783,40.76501,-73.992833,40.762655,1
56:14.0,7.5,2015-05-15 03:56:14 UTC,-74.00411987,40.75179291,-74.001091,40.73184204,5
52:00.0,7,2013-09-14 07:52:00 UTC,-73.991905,40.754265,-73.973962,40.757012,1
01:44.0,73.5,2014-08-16 13:01:44 UTC,-73.987578,40.735768,-74.177508,40.691095,1
07:55.0,5.5,2015-03-07 10:07:55 UTC,-73.98672485,40.75824738,-73.9812851,40.76808167,1
28:00.0,5.3,2011-02-18 19:28:00 UTC,-73.979293,40.784883,-73.966752,40.788993,1
34:49.0,6.5,2015-06-24 12:34:49 UTC,-73.99198151,40.75145721,-73.97660828,40.74788284,1
56:00.0,12.9,2010-11-26 14:56:00 UTC,-73.98886,40.754382,-73.947972,40.778685,5
02:55.0,28.5,2011-05-06 14:02:55 UTC,-73.973127,40.755995,-73.865067,40.770537,1
09:00.0,4.1,2010-10-26 09:09:00 UTC,0,0,0,0,2
34:46.0,18,2014-04-06 00:34:46 UTC,-74.006069,40.70637,-73.95658,40.767071,1
57:36.0,8,2014-11-16 07:57:36 UTC,-73.966847,40.804277,-73.980252,40.781384,1
38:30.0,6,2014-12-23 23:38:30 UTC,0,0,0,0,2
24:08.0,49.57,2010-05-19 13:24:08 UTC,-73.954366,40.783831,-73.790169,40.646898,1
51:01.0,16.1,2010-06-19 21:51:01 UTC,-73.984925,40.724143,-73.91716,40.746133,2
07:10.0,18.1,2011-08-26 13:07:10 UTC,-73.968053,40.755381,-73.913968,40.758938,1
58:39.0,8,2013-02-26 20:58:39 UTC,-74.016299,40.714809,-74.004627,40.708071,1
11:44.0,8.1,2009-03-27 12:11:44 UTC,-74.002431,40.760131,-73.98065,40.782506,1
00:29.0,22.1,2010-05-23 02:00:29 UTC,-73.988669,40.722395,-73.956097,40.683559,4
56:19.0,7.3,2010-11-26 09:56:19 UTC,-73.977007,40.759114,-73.998546,40.753551,1
48:00.0,13.7,2012-04-21 21:48:00 UTC,-73.952618,40.726932,-73.955112,40.769025,1
01:59.0,10.5,2012-10-18 18:01:59 UTC,-73.971487,40.757145,-73.982177,40.770793,2
12:00.0,24,2014-03-18 01:12:00 UTC,-73.993123,40.752377,-73.9014,40.71453,1
52:49.0,4.1,2009-07-12 02:52:49 UTC,-73.986845,40.764209,-73.985898,40.762559,1
45:00.0,4.9,2012-04-22 17:45:00 UTC,-73.992457,40.743605,-73.97986,40.739502,1
48:02.0,7.5,2015-05-04 21:48:02 UTC,-73.98249054,40.75672531,-73.98251343,40.77272797,2
59:00.0,15.7,2009-08-22 23:59:00 UTC,-73.952205,40.776853,-73.89292,40.746477,2
45:00.0,42.9,2009-05-07 14:45:00 UTC,-74.00303,40.708447,-73.809825,40.705608,1
34:00.0,4.5,2011-03-13 17:34:00 UTC,-73.990682,40.690098,-73.991993,40.68411,3
22:00.0,4.5,2011-07-17 15:22:00 UTC,-73.98808,40.733595,-73.993442,40.721847,3
07:36.0,6.1,2011-11-26 00:07:36 UTC,-73.985134,40.768472,-73.967008,40.756988,4
52:00.0,10.9,2012-06-02 17:52:00 UTC,-73.93378,40.751627,-73.954205,40.77286,1
34:00.0,21,2014-10-25 23:34:00 UTC,-73.973275,40.792255,-73.964792,40.801857,1
00:00.0,5.3,2012-02-20 19:00:00 UTC,-73.977442,40.796312,-73.986875,40.782523,2
55:13.0,8,2015-04-22 21:55:13 UTC,-74.00497437,40.72960281,-73.98384857,40.728508,1
45:00.0,14.1,2009-05-02 18:45:00 UTC,-74.009188,40.714535,-73.984388,40.773628,5
37:00.0,7.7,2012-02-08 00:37:00 UTC,-73.987258,40.728412,-73.991932,40.749343,2
04:39.0,16,2013-01-28 11:04:39 UTC,-73.965356,40.766042,-73.995042,40.724881,1
03:21.0,9.5,2014-04-15 19:03:21 UTC,-73.995691,40.75927,-74.00626,40.747636,1
33:00.0,9.3,2012-08-21 23:33:00 UTC,-73.987367,40.75995,-74.002677,40.738542,1
11:08.0,16,2013-03-25 19:11:08 UTC,-73.981876,40.768545,-73.987937,40.732382,1
45:36.0,18.5,2011-03-09 11:45:36 UTC,-73.982133,40.767554,-73.960405,40.768463,1
00:00.0,8.9,2011-11-29 08:00:00 UTC,-73.993435,40.721733,-74.013638,40.715068,1
50:43.0,15,2013-01-27 02:50:43 UTC,-73.988466,40.754025,-74.014116,40.702475,2
57:00.0,57.33,2013-09-24 17:57:00 UTC,-73.78606,40.647375,-73.981863,40.763297,1
18:15.0,4.5,2013-07-30 18:18:15 UTC,-73.984525,40.732978,-73.984348,40.725,2
01:00.0,3.5,2014-03-14 21:01:00 UTC,-73.963153,40.769185,-73.961405,40.764202,1
37:27.0,5.7,2010-11-14 11:37:27 UTC,-73.973092,40.764046,-73.984525,40.758878,1
53:00.0,4.5,2012-04-05 18:53:00 UTC,-73.98705,40.75119,-73.981057,40.7598,5
38:51.0,14.9,2012-04-15 22:38:51 UTC,-73.98237,40.776556,-73.976722,40.724022,1
10:23.0,10.5,2015-05-15 20:10:23 UTC,-73.98452759,40.76837921,-73.97080231,40.76430893,2
44:38.0,7.7,2009-01-22 13:44:38 UTC,-73.982949,40.759608,-73.982132,40.742229,2
36:00.0,13.3,2011-11-10 19:36:00 UTC,-73.982397,40.757925,-73.946187,40.794985,3
57:00.0,13.3,2011-04-24 19:57:00 UTC,-74.016255,40.711463,-73.986023,40.726497,1
01:00.0,9,2013-04-05 12:01:00 UTC,-73.947568,40.78104,-73.965142,40.755882,2
07:25.0,12.1,2011-02-19 13:07:25 UTC,-73.955794,40.784965,-73.991136,40.750564,4
11:24.0,45,2011-11-25 12:11:24 UTC,-73.783458,40.648628,-73.981707,40.762766,1
53:48.0,22.5,2013-09-10 22:53:48 UTC,-73.97181,40.794852,-73.977136,40.722078,1
52:08.0,7,2014-09-04 22:52:08 UTC,-73.985889,40.752365,-73.984668,40.769542,1
50:00.0,7.3,2010-02-28 00:50:00 UTC,-73.963888,40.765108,-73.978252,40.783245,2
11:13.0,7.3,2010-09-03 17:11:13 UTC,-73.975065,40.755973,-73.97156,40.764634,5
47:00.0,15.5,2014-03-31 23:47:00 UTC,-73.988585,40.702467,-73.936322,40.686457,5
08:00.0,12,2014-10-16 11:08:00 UTC,-73.97721,40.733885,-74.007412,40.705532,1
01:38.0,5.7,2010-02-10 13:01:38 UTC,-74.005597,40.714688,-73.999958,40.722795,1
33:00.0,6.1,2011-06-18 09:33:00 UTC,-73.988955,40.774375,-73.96444,40.76786,5
35:06.0,7.5,2015-04-03 14:35:06 UTC,-73.96245575,40.80494308,-73.97418976,40.78876114,2
15:00.0,9.3,2009-06-21 05:15:00 UTC,-73.941027,40.81402,-73.966943,40.798628,5
08:22.0,19.5,2013-11-10 21:08:22 UTC,-74.005765,40.740625,-73.953585,40.768542,2
39:45.0,12,2014-09-07 15:39:45 UTC,-73.99243,40.724449,-73.974808,40.761331,2
02:25.0,11.5,2009-02-13 16:02:25 UTC,-73.969444,40.749353,-73.982198,40.748332,1
56:00.0,6.1,2009-07-26 01:56:00 UTC,-73.924313,40.744027,-73.922708,40.755473,2
08:44.0,6.5,2011-09-02 20:08:44 UTC,-73.994799,40.731757,-73.988849,40.739654,1
50:00.0,10,2014-03-29 19:50:00 UTC,-73.962082,40.767672,-73.97687,40.788177,1
58:54.0,9.7,2009-06-15 07:58:54 UTC,-73.975192,40.765202,-73.984393,40.759082,1
19:46.0,10.5,2012-12-31 13:19:46 UTC,-73.980759,40.77075,-73.979747,40.751845,1
00:00.0,14.5,2014-01-22 13:00:00 UTC,-73.96298,40.774832,-73.98675,40.746837,1
18:12.0,15.7,2009-10-19 19:18:12 UTC,-73.961987,40.767804,-74.008722,40.745862,1
52:00.0,9.7,2009-12-02 16:52:00 UTC,-73.971735,40.758238,-73.98854,40.752433,1
44:00.0,7.3,2011-01-12 15:44:00 UTC,-73.948248,40.782897,-73.972732,40.793533,1
08:24.0,8.5,2012-07-10 12:08:24 UTC,-73.985827,40.76028,-73.98681,40.745448,2
23:49.0,7,2014-01-10 23:23:49 UTC,-73.963737,40.802798,-73.951054,40.814024,1
48:00.0,4.5,2014-10-12 02:48:00 UTC,-73.981975,40.766437,-73.977393,40.762162,1
03:00.0,6.1,2009-02-02 15:03:00 UTC,-73.943395,40.776922,-73.960473,40.767155,1
57:00.0,13.3,2011-02-18 08:57:00 UTC,-73.978465,40.737048,-73.984097,40.762222,5
31:49.0,5.3,2009-05-14 23:31:49 UTC,-73.985289,40.757798,-73.999411,40.754758,1
46:53.0,8.9,2011-10-03 18:46:53 UTC,-73.97863,40.762572,-74.005636,40.745667,4
48:00.0,14,2014-06-07 19:48:00 UTC,-74.005985,40.733092,-73.990967,40.75831,5
57:00.0,2.5,2014-12-04 12:57:00 UTC,-73.985927,40.77749,-73.985927,40.77749,1
53:21.0,6,2015-03-14 20:53:21 UTC,-73.98249054,40.7683754,-73.97853851,40.75807571,2
45:47.0,4.9,2011-04-23 22:45:47 UTC,-73.984979,40.764056,-73.996311,40.763726,3
47:00.0,7.3,2011-05-20 18:47:00 UTC,-73.983653,40.743747,-73.976885,40.757402,5
07:00.0,11.3,2011-08-14 00:07:00 UTC,-73.977573,40.753275,-73.938663,40.7974,1
36:08.0,8.1,2012-05-13 03:36:08 UTC,-74.007456,40.739407,-73.982501,40.742666,1
42:27.0,9.5,2013-06-29 11:42:27 UTC,-73.98874,40.774158,-73.955445,40.782561,1
43:53.0,6.5,2009-06-13 22:43:53 UTC,-73.968273,40.767922,-73.982937,40.754182,2
09:34.0,44.54,2015-06-07 11:09:34 UTC,-73.86283875,40.76909256,-73.98223114,40.76546478,1
15:04.0,9.5,2012-11-09 10:15:04 UTC,-73.951348,40.7786,-73.9688,40.761412,1
30:48.0,6.5,2013-02-02 17:30:48 UTC,-74.000151,40.732881,-73.994599,40.750291,1
57:04.0,6.5,2013-12-13 04:57:04 UTC,-73.984384,40.774804,-73.971087,40.793099,1
25:00.0,6,2014-01-22 10:25:00 UTC,-73.984785,40.758992,-73.97732,40.755777,2
10:12.0,17.8,2009-02-13 00:10:12 UTC,-73.986288,40.730956,-73.967302,40.791086,1
46:49.0,5.3,2012-05-06 07:46:49 UTC,-73.961365,40.769916,-73.978956,40.772533,1
48:00.0,9.5,2013-10-19 21:48:00 UTC,-73.993632,40.727202,-73.977052,40.71421,1
31:51.0,41.5,2014-04-03 13:31:51 UTC,-73.870904,40.773703,-73.941916,40.672173,1
44:00.0,5,2014-08-14 13:44:00 UTC,-73.97792,40.751712,-73.974537,40.759202,1
52:05.0,7,2015-01-23 22:52:05 UTC,-74.00328827,40.72707367,-74.00286102,40.74392319,1
39:29.0,15.5,2015-04-12 11:39:29 UTC,-73.98933411,40.75876236,-73.99919128,40.72025299,2
04:00.0,14.5,2009-09-22 12:04:00 UTC,-73.991233,40.751543,-74.016911,40.704931,2
14:00.0,4.1,2012-08-29 22:14:00 UTC,-73.971532,40.750745,-73.97364,40.743775,1
58:00.0,10,2013-12-05 21:58:00 UTC,-73.979531,40.751038,-74.002924,40.734162,3
56:57.0,9,2015-04-29 06:56:57 UTC,-73.99092102,40.74545288,-73.97848511,40.76287079,1
51:00.0,8.5,2011-08-25 09:51:00 UTC,-73.970263,40.79921,-73.954907,40.780032,6
14:00.0,4.1,2012-06-01 19:14:00 UTC,-73.985477,40.74733,-73.98291,40.742805,6
54:00.0,10,2015-05-23 07:54:00 UTC,-73.96530151,40.7557373,-73.99260712,40.74282837,1
49:20.0,10.9,2009-04-30 06:49:20 UTC,-73.985486,40.744745,-73.978945,40.780877,1
12:00.0,14.5,2009-10-18 22:12:00 UTC,-73.863418,40.769382,-73.924,40.743998,5
12:35.0,4.5,2013-07-18 08:12:35 UTC,-73.962852,40.765157,-73.971524,40.760921,1
38:00.0,8,2013-08-22 07:38:00 UTC,-73.99274,40.749537,-73.978477,40.758177,1
08:22.0,9.5,2014-04-01 20:08:22 UTC,-73.980464,40.759884,-73.961352,40.768351,1
44:57.0,45,2009-03-29 10:44:57 UTC,-73.972887,40.758145,-73.783851,40.646061,2
08:22.0,17.7,2010-03-24 07:08:22 UTC,-73.97629,40.7521,-74.011574,40.709894,1
13:00.0,7.3,2010-06-01 00:13:00 UTC,-73.992115,40.749783,-74.002778,40.724903,1
01:00.0,10.9,2010-09-12 06:01:00 UTC,-73.947365,40.779823,-73.992343,40.74276,1
11:12.0,11.5,2012-11-06 13:11:12 UTC,-73.977805,40.737957,-74.00171,40.755772,1
56:10.0,7.5,2014-07-10 10:56:10 UTC,-73.979834,40.755563,-73.983502,40.744591,1
16:38.0,16.9,2012-01-05 13:16:38 UTC,-73.989844,40.757135,-73.972234,40.781447,4
08:42.0,6.9,2012-08-20 20:08:42 UTC,-73.984856,40.748085,-73.982559,40.762686,1
09:00.0,13,2012-10-27 09:09:00 UTC,-73.97422,40.742972,-74.007897,40.744543,1
16:13.0,7.5,2013-08-09 20:16:13 UTC,-73.962568,40.774068,-73.982503,40.773553,1
44:05.0,4.5,2009-01-14 10:44:05 UTC,-73.98623,40.762146,-73.977157,40.763402,1
39:02.0,6.6,2009-02-10 05:39:02 UTC,-73.958358,40.775646,-73.975842,40.762344,1
36:00.0,16.1,2010-08-25 16:36:00 UTC,-73.975282,40.75653,-73.97571,40.75623,1
01:12.0,13.3,2010-11-16 21:01:12 UTC,-73.957892,40.773607,-73.99696,40.74224,1
32:11.0,6.5,2011-04-23 16:32:11 UTC,-73.9707,40.764445,-73.9815,40.760335,2
03:00.0,4.5,2014-04-21 17:03:00 UTC,-73.992762,40.768637,-74.000333,40.758267,1
09:05.0,11.5,2013-11-17 00:09:05 UTC,-73.991554,40.759671,-73.959099,40.772413,3
39:00.0,6.5,2014-07-22 19:39:00 UTC,-73.983925,40.743652,-73.99277,40.730147,2
41:48.0,8.9,2010-05-20 16:41:48 UTC,-73.974385,40.750504,-73.984477,40.741248,1
43:09.0,6.9,2010-07-12 14:43:09 UTC,-73.968847,40.764488,-73.954781,40.767242,1
41:44.0,6.9,2010-09-30 07:41:44 UTC,-73.95441,40.786511,-73.946107,40.77341,2
25:35.0,16.5,2014-06-08 15:25:35 UTC,-74.001132,40.76266,-73.9953,40.722177,1
03:14.0,4.1,2010-07-30 17:03:14 UTC,-73.983221,40.743903,-73.98559,40.738414,2
08:19.0,10,2015-03-22 16:08:19 UTC,-73.96569824,40.76163101,-73.95235443,40.79228973,1
30:00.0,4.1,2011-10-17 12:30:00 UTC,-74.003622,40.748282,-74.005472,40.739347,1
08:09.0,4.5,2010-01-18 10:08:09 UTC,-73.984489,40.743939,-73.977047,40.739365,1
29:00.0,5.3,2012-07-04 19:29:00 UTC,-73.992168,40.749182,-73.982432,40.751477,3
02:20.0,6.5,2010-01-27 18:02:20 UTC,-73.999957,40.732702,-74.008175,40.733313,1
39:00.0,7.7,2011-11-29 13:39:00 UTC,-73.991983,40.74959,-73.977862,40.753805,1
21:00.0,10.5,2012-11-24 11:21:00 UTC,-73.962992,40.775687,-73.967167,40.792752,1
12:26.0,20,2012-12-25 19:12:26 UTC,-73.983395,40.76112,-74.01542,40.709526,3
09:33.0,21.3,2011-08-18 10:09:33 UTC,-73.942921,40.840853,-73.9688,40.762152,1
43:00.0,14.5,2014-06-22 09:43:00 UTC,-73.949855,40.776017,-73.991152,40.750365,5
23:00.0,6,2014-07-28 16:23:00 UTC,-73.97295,40.761732,-73.963143,40.769013,3
00:44.0,10.9,2009-02-10 10:00:44 UTC,-73.994994,40.760334,-73.963891,40.80778,1
46:48.0,6.9,2010-10-15 22:46:48 UTC,-73.986098,40.746719,-73.989337,40.730448,4
25:00.0,7,2012-09-28 17:25:00 UTC,-73.95628,40.768242,-73.967118,40.763615,3
06:02.0,6.1,2009-11-07 15:06:02 UTC,-73.978728,40.762432,-73.991412,40.750062,1
11:00.0,6.1,2010-03-09 19:11:00 UTC,-73.950577,40.771405,-73.971755,40.782085,1
33:00.0,7.3,2010-10-06 14:33:00 UTC,-73.986047,40.746875,-73.973177,40.754833,2
29:58.0,10.1,2011-08-11 19:29:58 UTC,-73.960155,40.740336,-73.977915,40.782911,1
58:00.0,5.7,2011-10-20 21:58:00 UTC,-74.000035,40.73796,-74.00779,40.717737,1
12:00.0,12.5,2013-02-09 19:12:00 UTC,-73.978522,40.783375,-74.007998,40.7454,1
29:00.0,16,2013-06-20 22:29:00 UTC,-73.97277,40.752862,-73.915168,40.762297,1
15:04.0,21,2014-04-27 19:15:04 UTC,-73.79005,40.643692,-73.74144,40.669214,2
25:00.0,4.5,2010-08-17 15:25:00 UTC,-73.961975,40.770807,-73.962302,40.763823,2
26:00.0,10.5,2011-10-23 20:26:00 UTC,-73.987397,40.770657,-73.952805,40.805115,5
52:57.0,5.7,2009-06-22 09:52:57 UTC,-73.980117,40.766318,-73.985764,40.769662,1
48:00.0,6.1,2010-01-12 15:48:00 UTC,-73.979273,40.762077,-73.975748,40.751908,5
22:27.0,8.9,2011-11-09 08:22:27 UTC,-73.987194,40.770904,-73.981494,40.750886,1
34:01.0,8.5,2014-09-03 14:34:01 UTC,-73.962383,40.778793,-73.953039,40.76908,1
51:25.0,49.54,2015-04-07 10:51:25 UTC,-73.9768219,40.75168228,-73.84549713,40.84857178,2
40:38.0,6.5,2010-09-12 19:40:38 UTC,-74.008173,40.738905,-73.994297,40.73011,1
10:00.0,8.5,2013-10-06 12:10:00 UTC,-74.003945,40.725602,-74.004135,40.747752,1
18:00.0,4.5,2010-09-17 21:18:00 UTC,-74.010263,40.721323,-74.005307,40.732192,3
06:00.0,8.5,2010-10-14 20:06:00 UTC,-73.985742,40.76774,-73.971232,40.75549,1
33:06.0,16.9,2010-11-11 12:33:06 UTC,-73.971766,40.766346,-74.006391,40.739634,1
53:00.0,12.5,2012-05-27 17:53:00 UTC,-73.99463,40.722887,-73.957515,40.765675,2
18:00.0,42.33,2013-05-04 18:18:00 UTC,-74.00573,40.740477,-74.014227,40.622507,3
26:32.0,8,2014-09-22 13:26:32 UTC,-73.977011,40.752017,-73.992506,40.74927,1
00:19.0,14.9,2010-03-03 21:00:19 UTC,-73.994588,40.74561,-73.967127,40.689745,1
25:51.0,5.7,2011-07-02 21:25:51 UTC,-73.97843,40.745317,-73.966773,40.761457,2
59:00.0,6.9,2012-02-02 11:59:00 UTC,-73.97234,40.758307,-73.95525,40.768852,1
28:00.0,5,2013-07-05 00:28:00 UTC,-73.95856,40.769002,-73.949208,40.777542,1
30:58.0,9.3,2010-10-15 03:30:58 UTC,-73.988875,40.747972,-73.978222,40.777191,2
30:49.0,10,2015-06-11 19:30:49 UTC,0,0,0,0,1
42:00.0,8.5,2009-03-24 18:42:00 UTC,-73.983097,40.738665,-73.98172,40.711425,1
12:00.0,11.3,2009-05-26 17:12:00 UTC,-73.962103,40.779468,-73.981393,40.750038,5
32:22.0,5.7,2010-07-11 14:32:22 UTC,-73.98726,40.755445,-73.984404,40.764338,2
01:00.0,8.1,2011-02-20 02:01:00 UTC,-73.93352,40.71067,-73.905692,40.690725,1
34:40.0,14.5,2014-10-25 06:34:40 UTC,-73.938834,40.750412,-73.988703,40.756027,1
29:55.0,6.9,2009-05-02 16:29:55 UTC,-74.00609,40.740128,-73.989567,40.757363,1
40:39.0,9.7,2009-10-19 23:40:39 UTC,-73.974149,40.762614,-74.000504,40.727164,1
07:24.0,4.9,2012-08-26 06:07:24 UTC,-73.989561,40.726128,-74.002853,40.730889,1
56:47.0,17.7,2009-03-17 13:56:47 UTC,-73.970595,40.758273,-74.010429,40.709679,1
37:01.0,9.3,2011-02-08 07:37:01 UTC,-73.981811,40.7797,-73.982947,40.750934,1
20:15.0,9.7,2011-07-10 00:20:15 UTC,-73.955874,40.768619,-73.988041,40.748154,1
54:00.0,3.3,2012-06-28 20:54:00 UTC,-73.966463,40.770487,-73.962725,40.769887,3
35:12.0,9,2013-09-03 17:35:12 UTC,-73.982942,40.763125,-73.975468,40.752146,1
25:00.0,23.5,2014-01-23 09:25:00 UTC,-73.948227,40.782807,-73.98718,40.749695,1
59:25.0,7,2014-04-30 07:59:25 UTC,-73.971615,40.761823,-73.963076,40.775205,1
16:00.0,6.5,2010-04-21 09:16:00 UTC,-73.99895,40.73424,-73.982628,40.754665,1
59:48.0,7.3,2010-07-30 18:59:48 UTC,-74.004171,40.725407,-73.986842,40.750895,2
40:55.0,4,2012-11-21 06:40:55 UTC,-73.967795,40.802998,-73.970943,40.796094,1
16:08.0,30.83,2015-03-20 08:16:08 UTC,-73.9799118,40.73252106,-73.88587952,40.74441147,1
32:49.0,5.7,2012-04-01 04:32:49 UTC,-73.997956,40.720739,-73.983754,40.722812,1
03:00.0,3,2012-10-04 17:03:00 UTC,-73.99274,40.69357,-73.992097,40.695052,1
49:00.0,6.5,2014-08-08 22:49:00 UTC,-73.990845,40.742352,-74.00217,40.752082,2
36:30.0,13.5,2012-09-04 09:36:30 UTC,-73.955512,40.774463,-73.971103,40.755137,1
14:00.0,8.5,2014-03-25 15:14:00 UTC,-73.982655,40.761725,-73.990577,40.775195,6
39:41.0,7,2015-06-11 20:39:41 UTC,-73.97115326,40.74712372,-73.95506287,40.7675705,5
39:00.0,4.9,2009-01-29 22:39:00 UTC,-73.971365,40.760813,-73.965078,40.772383,3
11:00.0,6.1,2010-03-09 08:11:00 UTC,-73.98167,40.779423,-73.972828,40.764172,2
57:00.0,5.7,2010-04-21 12:57:00 UTC,-73.947055,40.76169,-73.942868,40.763258,2
46:00.0,6.9,2010-11-28 14:46:00 UTC,-73.982217,40.777713,-73.964203,40.805635,1
04:35.0,9.7,2011-05-18 20:04:35 UTC,-73.970443,40.796769,-73.957673,40.774503,1
11:43.0,19.5,2012-11-01 19:11:43 UTC,-74.004232,40.742837,-73.948449,40.774694,1
41:00.0,5.5,2014-01-26 14:41:00 UTC,-73.993287,40.74242,-73.970455,40.75541,1
04:50.0,12.5,2014-12-02 19:04:50 UTC,-73.952867,40.785942,-73.970172,40.762378,1
36:03.0,5.7,2010-01-23 22:36:03 UTC,-73.966904,40.760993,-73.952368,40.766366,1
21:49.0,25.3,2011-09-20 19:21:49 UTC,-73.782,40.6447,-73.9338,40.6559,0
27:18.0,9,2014-12-11 20:27:18 UTC,-73.990734,40.75082,-73.979303,40.753221,1
46:24.0,8.5,2009-11-10 15:46:24 UTC,-73.9809,40.765608,-74.005536,40.745051,1
